movie_id,content_type,title,director,cast,country,genres,content_rating,original_release_date,streaming_release_date,runtime,production_company,audience_status,audience_rating,audience_count,description
m/chennai_express_2013,Movie,Chennai Express,Rohit Shetty,"Shah Rukh Khan, Deepika Padukone, Nikitin Dheer, Satyaraj, Kamini Kaushal, Lekh Tandon, Mukesh Tiwari",India,"Action & Adventure, Comedies, International Movies",NR,2013-08-09,2017-03-11,141.0,UTV Communications,Spilled,53.0,2460.0,could sad journey turn joyful rahul fall love woman en route submerging grandfather's ashes.
m/aftermath_2014,Movie,Aftermath,Peter Winther,"Ashley Greene, Shawn Ashmore, Sharif Atkins, Britt Baron, Diana Hopper, Ross McCall, Jamie Kaler, Travis Coles, Susan Walters, Jason Liles",United States,Horror Movies,NR,2014-07-18,2017-03-11,92.0,Image Entertainment,Spilled,17.0,361.0,"desperate save marriage, young couple take deal move dream home, disturbing event reveal house's troubled history."
m/aftermath_2017,Movie,Aftermath,Peter Winther,"Ashley Greene, Shawn Ashmore, Sharif Atkins, Britt Baron, Diana Hopper, Ross McCall, Jamie Kaler, Travis Coles, Susan Walters, Jason Liles",United States,Horror Movies,R,2017-04-07,2017-04-07,92.0,Lionsgate Premiere,Spilled,25.0,3063.0,"desperate save marriage, young couple take deal move dream home, disturbing event reveal house's troubled history."
m/heavy,Movie,Heavy,James Mangold,"Pruitt Taylor Vince, Shelley Winters, Liv Tyler, Debbie Harry, Evan Dando, Joe Grifasi, David Patrick Kelly, Marian Quinn",United States,"Dramas, Independent Movies, Romantic Movies",R,1996-06-07,2016-12-05,105.0,Sony Pictures Home Entertainment,Upright,68.0,1691.0,overweight victor hide world making pizza mother's gloomy dive new waitress blow disrupts isolation.
m/1038726-beethoven,Movie,Beethoven,Brian Levant,"Charles Grodin, Bonnie Hunt, Dean Jones, Oliver Platt, Stanley Tucci, Nicholle Tom, Christopher Castile, Sarah Rose Karr, David Duchovny, Patricia Heaton, O-Lan Jones, Nancy Fish",United States,"Children & Family Movies, Comedies",PG,1992-04-03,2012-06-15,88.0,Universal Pictures,Spilled,35.0,432362.0,"father reluctantly agrees let child keep st. bernard puppy, playful pooch soon turn full-grown engine destruction."
m/1099999-beowulf,Movie,Beowulf,Robert Zemeckis,"Ray Winstone, Anthony Hopkins, John Malkovich, Angelina Jolie, Robin Wright, Brendan Gleeson, Crispin Glover, Alison Lohman, Sharisse Baker-Bernard","United States, United Kingdom","Action & Adventure, Sci-Fi & Fantasy",R,1999-04-01,2016-11-17,89.0,Miramax,Spilled,23.0,10359.0,deftly animated take legendary old english epic tell timeless tale scandinavian hero who's known slaying dragons.
m/beowulf,Movie,Beowulf,Robert Zemeckis,"Ray Winstone, Anthony Hopkins, John Malkovich, Angelina Jolie, Robin Wright, Brendan Gleeson, Crispin Glover, Alison Lohman, Sharisse Baker-Bernard","United States, United Kingdom","Action & Adventure, Sci-Fi & Fantasy",PG-13,2007-11-15,2013-08-01,114.0,Paramount Pictures,Spilled,50.0,339133.0,deftly animated take legendary old english epic tell timeless tale scandinavian hero who's known slaying dragons.
m/catch_me_if_you_can,Movie,Catch Me If You Can,Steven Spielberg,"Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen, Nathalie Baye, Amy Adams, James Brolin, Brian Howe, Frank John Hughes, Steve Eastin","United States, Canada",Dramas,PG-13,2002-12-25,2013-08-01,140.0,DreamWorks SKG,Upright,89.0,749099.0,"fbi agent make mission put cunning con man frank abagnale jr. behind bars. frank eludes capture, revel pursuit."
m/1090759-deep_blue_sea,Movie,Deep Blue Sea,Renny Harlin,"Thomas Jane, Saffron Burrows, Samuel L. Jackson, Jacqueline McKenzie, Michael Rapaport, Stellan Skarsgård, LL Cool J, Aida Turturro, Cristos, Daniel Rey","United States, Mexico","Action & Adventure, Horror Movies, Sci-Fi & Fantasy",R,1999-07-28,2008-09-20,105.0,Warner Bros. Pictures,Spilled,39.0,379428.0,scientist conduct research shark search alzheimer's cure. dangerous shortcut lead huge shark near-human intelligence.
m/five_feet_apart,Movie,Five Feet Apart,Justin Baldoni,"Haley Lu Richardson, Cole Sprouse, Moisés Arias, Kimberly Hébert Gregory, Parminder Nagra, Claire Forlani, Emily Baldoni, Gary Weeks, Cynthia Evans",United States,"Dramas, Romantic Movies",PG-13,2019-03-15,2019-05-24,116.0,CBS Films,Upright,79.0,824.0,teen cystic fibrosis shake daily routine challenge hospital protocol fall fellow patient.
m/freedomland,Movie,Freedomland,Joe Roth,"Samuel L. Jackson, Julianne Moore, Edie Falco, Ron Eldard, William Forsythe, Aunjanue Ellis, Anthony Mackie, LaTanya Richardson Jackson, Clarke Peters, Peter Friedman, Domenick Lombardozzi",United States,"Dramas, Thrillers",R,2006-02-17,2012-04-16,113.0,Sony Pictures Entertainment,Spilled,25.0,101051.0,"woman report infant son kidnapped black man, african american detective white activist team dig details."
m/friday_night_lights,TV Show,Friday Night Lights,Unknown,"Kyle Chandler, Connie Britton, Aimee Teegarden, Taylor Kitsch, Jesse Plemons, Minka Kelly, Zach Gilford, Adrianne Palicki, Derek Phillips, Brad Leland, Gaius Charles, Timothy F. Crowley, Louanne Stephens, Stacey Oristano, Scott Porter",Unknown,"TV Dramas, Teen TV Shows",PG-13,2004-10-08,2014-02-12,117.0,Universal Pictures,Upright,85.0,185834.0,eric taylor face enormous pressure sign new coach small-town texas football team that's poised win state championship.
m/good_luck_chuck,Movie,Good Luck Chuck,Mark Helfrich,"Dane Cook, Jessica Alba, Dan Fogler, Ellia English, Sasha Pieterse, Annie Wood, Lonny Ross, Chelan Simmons, Simone Bailly, Jodelle Ferland, Crystal Lowe, Troy Gentile, Georgia Craig, Michelle Harrison, Chiara Zanni","United States, Canada","Comedies, Romantic Movies",R,2007-09-21,2016-08-26,99.0,Lionsgate Films,Spilled,57.0,318784.0,"every time chuck break girlfriend, end engaged next boyfriend. soon, woman dating chuck hope meeting mr. right."
m/inception,Movie,Inception,Christopher Nolan,"Leonardo DiCaprio, Joseph Gordon-Levitt, Elliot Page, Tom Hardy, Ken Watanabe, Dileep Rao, Cillian Murphy, Tom Berenger, Marion Cotillard, Pete Postlethwaite, Michael Caine, Lukas Haas","United States, United Kingdom","Action & Adventure, Sci-Fi & Fantasy, Thrillers",PG-13,2010-07-16,2013-06-20,148.0,Warner Bros. Pictures,Upright,91.0,571078.0,troubled thief extract secret people's dream take one last job: leading dangerous mission plant idea target's subconscious.
m/magnolia,Movie,Magnolia,Paul Thomas Anderson,"John C. Reilly, Philip Baker Hall, Tom Cruise, Julianne Moore, Philip Seymour Hoffman, William H. Macy, Jeremy Blackman, Jason Robards, Melinda Dillon, April Grace, Luis Guzmán, Ricky Jay, Alfred Molina, Michael Murphy, Melora Walters",United States,"Dramas, Independent Movies",R,1999-12-17,2014-02-06,188.0,New Line Cinema,Upright,89.0,192966.0,"chance, history divine intervention, cast eclectic character weave warp other's life random day california."
m/major_payne,Movie,Major Payne,Nick Castle,"Damon Wayans, Karyn Parsons, William Hickey, Michael Ironside, Albert Hall, Ross Bickell, Orlando Brown, Peyton Chesson-Fohl, Steven Martini",United States,Comedies,PG-13,1994-06-01,2016-04-19,97.0,MCA Universal Home Video,Upright,68.0,162826.0,hardened marine given marching order must lead disorderly group mismatched cadet junior rotc competition.
m/1037649-my_girl,Movie,My Girl,Howard Zieff,"Dan Aykroyd, Jamie Lee Curtis, Macaulay Culkin, Anna Chlumsky, Richard Masur, Griffin Dunne, Ann Nelson, Peter Michael Goetz, Jane Hallaren, Anthony R. Jones",United States,Dramas,PG-13,1991-11-27,2012-04-16,102.0,Sony Pictures Home Entertainment,Upright,77.0,394678.0,coming-of-age charmer follows summer life 11-year-old girl learns love loss grapple profound changes.
m/my-girl-2,Movie,My Girl 2,Howard Zieff,"Anna Chlumsky, Austin O'Brien, Dan Aykroyd, Jamie Lee Curtis, Richard Masur, Christine Ebersole, Angeline Ball",United States,"Children & Family Movies, Comedies, Dramas",PG,1996-06-01,2012-04-16,99.0,Sony Pictures Home Entertainment,Spilled,46.0,69707.0,teen make surprising discovery talk dead mother's high school friend essay someone admires never met.
m/pineapple_express,Movie,Pineapple Express,David Gordon Green,"Seth Rogen, James Franco, Danny McBride, Kevin Corrigan, Craig Robinson, Gary Cole, Rosie Perez, Ed Begley Jr., Nora Dunn, Amber Heard",United States,"Action & Adventure, Comedies",R,2008-08-06,2012-04-16,112.0,Sony/Columbia,Upright,73.0,302423.0,"witnessing murder, perpetually stoned process server good-natured dealer go run drug lord who's kill them."
m/planet_51,Movie,Planet 51,Jorge Blanco,"Justin Long, Dwayne Johnson, Gary Oldman, Seann William Scott, Jessica Biel, John Cleese, Freddie Benedict","Spain, United Kingdom, United States","Children & Family Movies, Comedies, Sci-Fi & Fantasy",PG,2009-11-20,2012-04-16,91.0,Sony Pictures/TriStar Pictures,Spilled,40.0,357061.0,"landing planet reminiscent 1950s suburbia, human astronaut try avoid capture, recover spaceship make home safely."
m/poms,Movie,Poms,Zara Hayes,"Diane Keaton, Jacki Weaver, Pam Grier, Rhea Perlman, Celia Weston, Alisha Boe, Charlie Tahan","United Kingdom, United States",Comedies,PG-13,2019-05-10,2019-07-23,91.0,STXfilms,Upright,74.0,847.0,"moving retirement community, loner martha befriends fun-loving neighbor form cheerleading club young-at-heart seniors."
m/seabiscuit,Movie,Seabiscuit,Gary Ross,"Tobey Maguire, Jeff Bridges, Chris Cooper, Elizabeth Banks, Gary Stevens, William H. Macy, David McCullough, Kingston DuCoeur, Eddie Jones, Ed Lauter, Michael O'Neill, Michael Angarano, Royce D. Applegate, Annie Corley, Valerie Mahaffey",United States,"Dramas, Sports Movies",PG-13,2003-07-25,2016-01-05,140.0,Universal Pictures,Upright,76.0,118428.0,ungainly-looking colt becomes winning thoroughbred depression-era drama based true story champion racehorse seabiscuit.
m/space_cowboys,Movie,Space Cowboys,Clint Eastwood,"Clint Eastwood, Tommy Lee Jones, Donald Sutherland, James Garner, James Cromwell, Marcia Gay Harden, William Devane, Loren Dean, Courtney B. Vance, Rade Serbedzija, Barbara Babcock, Blair Brown",United States,"Action & Adventure, Dramas, Sci-Fi & Fantasy",PG-13,2000-08-04,2009-06-17,129.0,Warner Bros. Pictures,Spilled,53.0,72948.0,retired engineer agrees help nasa prevent russian satellite falling earth over-the-hill pal man mission.
m/the_edge_of_seventeen,Movie,The Edge of Seventeen,Kelly Fremon Craig,"Hailee Steinfeld, Woody Harrelson, Kyra Sedgwick, Haley Lu Richardson, Blake Jenner, Hayden Szeto, Alexander Calvert, Eric Keenleyside","United States, China","Comedies, Dramas",R,2016-11-18,2017-01-31,105.0,STX Entertainment,Upright,83.0,27408.0,troubled teenager find high school life even le bearable catch childhood best friend hooking popular older brother.
m/last_boy_scout,Movie,The Last Boy Scout,Tony Scott,"Bruce Willis, Damon Wayans, Chelsea Field, Noble Willingham, Taylor Negron, Danielle Harris, Halle Berry, Bruce McGill",United States,"Action & Adventure, Comedies",R,1991-12-13,2008-11-01,101.0,Warner Home Video,Upright,68.0,60243.0,private eye joe hallenbeck forced team disgraced quarterback uncover conspiracy politician football team owner.
m/lincoln_lawyer,Movie,The Lincoln Lawyer,Brad Furman,"Matthew McConaughey, Josh Lucas, Ryan Phillippe, John Leguizamo, Michael Peña, Bryan Cranston, Bob Gunton, William H. Macy, Marisa Tomei, Frances Fisher",United States,"Dramas, Thrillers",R,2011-03-10,2015-12-19,119.0,Lionsgate Films,Upright,82.0,68747.0,street-wise defense lawyer operates back seat lincoln land high-profile case soon put family danger.
m/1226860-losers,Movie,The Losers,Sylvain White,"Jeffrey Dean Morgan, Zoe Saldana, Chris Evans, Idris Elba, Columbus Short, Óscar Jaenada, Jason Patric, Holt McCallany, Peter Macdissi, Peter Francis James","United States, France",Action & Adventure,PG-13,2010-04-23,2012-02-01,97.0,Warner Bros. Pictures,Spilled,54.0,144615.0,"search-and-destroy mission lead betrayal, elite black ops squad seek revenge. must remain deep undercover even score."
m/machinist,Movie,The Machinist,Brad Anderson,"Christian Bale, Jennifer Jason Leigh, Aitana Sánchez-Gijón, John Sharian, Michael Ironside, Lawrence Gilliard Jr., Reg E. Cathey, Anna Massey, Matthew Romero, Robert Long, Colin Stinton, Craig Stevenson","Spain, France, United Kingdom, United States","Dramas, Independent Movies, Thrillers",R,2004-10-22,2013-08-01,101.0,Paramount Classics,Upright,83.0,156058.0,"haunted gaunt prolonged bout insomnia, factory worker trevor reznik begin question sanity amid series mysterious events."
m/net,Movie,The Net,Irwin Winkler,"Sandra Bullock, Jeremy Northam, Dennis Miller, Diane Baker, Wendy Gazelle, Ken Howard, Ray McKinnon, Daniel Schorr, L. Scott Caldwell, Robert Gossett",United States,Thrillers,PG,1995-07-28,2013-04-26,112.0,Sony Pictures Home Entertainment,Spilled,44.0,102469.0,"computer analyst becomes target stumble onto conspiracy via mysterious floppy disk, forcing go run clear name."
m/original_kings_of_comedy,Movie,The Original Kings of Comedy,Spike Lee,"Steve Harvey, D.L. Hughley, Cedric the Entertainer, Bernie Mac",United States,Stand-Up Comedy,R,2000-08-18,2013-07-01,115.0,Paramount Pictures,Upright,80.0,17874.0,"comedian steve harvey, cedric entertainer, d.l. hughley bernie mac hit stage iconic stand-up concert directed spike lee."
m/the_vault_2017,Movie,The Vault,Jaume Balagueró,"Freddie Highmore, Astrid Bergès-Frisbey, Sam Riley, Liam Cunningham, José Coronado, Luis Tosar, Emilio Gutiérrez Caba, Axel Stein, Daniel Holguín, Famke Janssen",Unknown,"Action & Adventure, International Movies, Thrillers",NR,2017-09-01,2017-09-01,91.0,FilmRise,Spilled,26.0,536.0,genius engineer crew amateur thief plot scheme seize legendary lost treasure hidden fortress beneath bank spain.
m/django_unchained_2012,Movie,Django Unchained,Quentin Tarantino,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington, Samuel L. Jackson, Walton Goggins, Dennis Christopher, James Remar, David Steen, Dana Gourrier, Nichole Galicia, Laura Cayouette, Ato Essandoh, Sammi Rotibi, Escalante Lundy, Don Johnson",United States,"Action & Adventure, Dramas",R,2012-12-25,2017-03-24,165.0,The Weinstein Co.,Upright,91.0,429231.0,"accompanied german bounty hunter, freed slave named django travel across america free wife sadistic plantation owner."
m/cousins,Movie,Cousins,"Ainsley Gardiner, Briar Grace-Smith","Rachel House, Briar Grace-Smith, Tanea Heke, Tioreore Ngatai-Melbourne, Ana Scotney, Hariata Moriarty, Chelsie Preston Crayford, Sylvia Rands",New Zealand,Dramas,PG-13,1989-01-01,2013-08-01,110.0,Paramount Home Video,Upright,67.0,3622.0,"separated children, three cousin unshakeable bond confront painful past embark emotional journey find other."
m/beguiled,Movie,The Beguiled,Sofia Coppola,"Colin Farrell, Nicole Kidman, Kirsten Dunst, Elle Fanning, Oona Laurence, Angourie Rice, Addison Riecke, Emma Howard",United States,"Dramas, Independent Movies, Thrillers",R,1971-01-01,2015-05-08,109.0,Universal Pictures,Upright,71.0,5652.0,"civil war, wounded union soldier take refuge southern girl school, rupturing calm amid growing sexual tension infighting."
m/the_beguiled,Movie,The Beguiled,Sofia Coppola,"Colin Farrell, Nicole Kidman, Kirsten Dunst, Elle Fanning, Oona Laurence, Angourie Rice, Addison Riecke, Emma Howard",United States,"Dramas, Independent Movies, Thrillers",R,2017-06-30,2018-10-30,94.0,Focus Features,Spilled,48.0,13952.0,"civil war, wounded union soldier take refuge southern girl school, rupturing calm amid growing sexual tension infighting."
m/the_book_of_henry,Movie,The Book of Henry,Colin Trevorrow,"Naomi Watts, Jaeden Martell, Jacob Tremblay, Sarah Silverman, Dean Norris, Lee Pace, Maddie Ziegler, Tonya Pinkins, Bobby Moynihan, Geraldine Hughes",United States,Dramas,PG-13,2017-06-16,2017-07-10,100.0,Focus Features,Upright,63.0,5883.0,"11-year-old vow help new neighbor suspect danger, document effort series written entry audio recordings."
m/1082855-twilight,Movie,Twilight,Catherine Hardwicke,"Kristen Stewart, Robert Pattinson, Billy Burke, Peter Facinelli, Elizabeth Reaser, Cam Gigandet, Ashley Greene, Anna Kendrick, Nikki Reed, Taylor Lautner, Jackson Rathbone, Kellan Lutz",United States,"Action & Adventure, Dramas, Romantic Movies",R,1998-03-06,2013-08-01,94.0,Paramount Pictures,Spilled,30.0,4203.0,"bella swan move father, start school meet edward, mysterious classmate reveals 108-year-old vampire."
m/twilight,Movie,Twilight,Catherine Hardwicke,"Kristen Stewart, Robert Pattinson, Billy Burke, Peter Facinelli, Elizabeth Reaser, Cam Gigandet, Ashley Greene, Anna Kendrick, Nikki Reed, Taylor Lautner, Jackson Rathbone, Kellan Lutz",United States,"Action & Adventure, Dramas, Romantic Movies",PG-13,2008-11-21,2015-11-21,121.0,Summit Entertainment,Upright,73.0,626088.0,"bella swan move father, start school meet edward, mysterious classmate reveals 108-year-old vampire."
m/this_changes_everything_2015,Movie,This Changes Everything,Tom Donahue,Unknown,United States,Documentaries,NR,2015-10-02,2016-11-08,89.0,Klein Lewis Productions,Spilled,47.0,218.0,documentary take deep look gender disparity hollywood eye well-known actress female filmmakers.
m/1109137-heist,TV Show,Heist,Unknown,Unknown,Unknown,"Crime TV Shows, Docuseries",R,2001-11-09,2017-05-02,107.0,Warner Bros. Pictures,Upright,60.0,19366.0,million stolen cash. missing luxury bourbon. watch ordinary people almost get away extraordinary heist true crime series.
